Reservoir,Site,DateTime,Depth_m,TLi_mgL,SLi_mgL,TNa_mgL,SNa_mgL,TMg_mgL,SMg_mgL,TAl_mgL,SAl_mgL,TSi_mgL,SSi_mgL,TK_mgL,SK_mgL,TCa_mgL,SCa_mgL,TFe_mgL,SFe_mgL,TMn_mgL,SMn_mgL,TCu_mgL,SCu_mgL,TSr_mgL,SSr_mgL,TBa_mgL,SBa_mgL,Flag_DateTime,Flag_TLi_mgL,Flag_SLi_mgL,Flag_TNa_mgL,Flag_SNa_mgL,Flag_TMg_mgL,Flag_SMg_mgL,Flag_TAl_mgL,Flag_SAl_mgL,Flag_TSi_mgL,Flag_SSi_mgL,Flag_TK_mgL,Flag_SK_mgL,Flag_TCa_mgL,Flag_SCa_mgL,Flag_TFe_mgL,Flag_SFe_mgL,Flag_TMn_mgL,Flag_SMn_mgL,Flag_TCu_mgL,Flag_SCu_mgL,Flag_TSr_mgL,Flag_SSr_mgL,Flag_TBa_mgL,Flag_SBa_mgL
FCR,100.1,2023-09-12 12:00:00,0.1,5e-4,NA,0.8682960000000002,NA,0.26136000000000004,NA,0.048884000000000004,NA,3.995420000000001,NA,0.265232,NA,0.689216,NA,0.030492000000000005,NA,0.012100000000000001,NA,0.001,NA,0.0043560000000000005,NA,0.0048400000000000006,NA,1,63,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,6,1,6,1
FCR,100.1,2023-10-03 14:00:00,0.1,5e-4,NA,0.83586800000000006,NA,0.25894000000000006,NA,0.15391200000000002,NA,3.924756000000001,NA,0.24780800000000006,NA,0.7047040000000002,NA,0.09825200000000002,NA,0.029040000000000007,NA,0.001,NA,0.0043560000000000005,NA,0.007744000000000002,NA,0,63,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,6,1,6,1
FCR,100.1,2023-10-17 13:48:00,0.1,5e-4,NA,0.9529960000000002,NA,0.2599080000000001,NA,0.036300000000000006,NA,3.7776200000000006,NA,0.26426400000000005,NA,0.6432360000000003,NA,0.01,NA,0.006292000000000001,NA,0.001,NA,0.0043560000000000005,NA,0.0043560000000000005,NA,0,63,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,6,1,3,1,6,1,6,1
FCR,100.1,2023-10-31 14:15:00,0.1,5e-4,NA,0.8944320000000002,NA,0.26862,NA,0.021296000000000002,NA,3.9005560000000004,NA,0.29040000000000005,NA,0.65824,NA,0.01,NA,0.007744000000000002,NA,0.001,NA,0.0043560000000000005,NA,0.0048400000000000006,NA,0,63,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,6,1,3,1,6,1,6,1
FCR,100.1,2023-11-14 10:30:00,0.1,5e-4,NA,3.9013,NA,1.0003,NA,0.0281,NA,11.8046,NA,1.458,NA,2.3996,NA,0.0729,NA,0.019100000000000002,NA,0.001,NA,0.0146,NA,0.0167,NA,0,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0,1
FCR,100.1,2023-12-04 13:53:00,0.1,5e-4,NA,0.8010200000000002,NA,0.23183600000000001,NA,0.0014520000000000002,NA,3.4494680000000004,NA,0.3107280000000001,NA,0.508684,NA,0.01,NA,9.680000000000002e-4,NA,0.001,NA,0.0029040000000000003,NA,0.0033880000000000004,NA,0,63,1,6,1,6,1,6,1,6,1,6,1,6,1,3,1,6,1,3,1,6,1,6,1
FCR,100.1,2024-04-22 09:50:00,0.1,6e-4,NA,3.1258000000000004,NA,0.8347,NA,0.038200000000000005,NA,9.617700000000001,NA,0.9745,NA,2.3243,NA,0.030899999999999997,NA,0.0056,NA,0.001,NA,0.0157,NA,0.0179,NA,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0,1
FCR,100.1,2024-05-06 12:00:00,0.1,6e-4,NA,3.5634,NA,0.9422999999999999,NA,0.054299999999999994,NA,11.1779,NA,1.1247,NA,2.4753000000000003,NA,0.0992,NA,0.0181,NA,0.001,NA,0.016399999999999998,NA,0.018600000000000002,NA,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0,1
FCR,100.1,2024-05-20 09:53:00,0.1,7e-4,NA,3.5147,NA,1.0059,NA,0.1254,NA,10.3525,NA,1.8495,NA,3.432,NA,0.2094,NA,0.041,NA,0.0019,NA,0.0185,NA,0.0237,NA,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
FCR,100.1,2024-06-18 12:00:00,0.1,8e-4,NA,3.7020999999999997,NA,1.044,NA,0.10590000000000001,NA,11.889299999999999,NA,1.2318,NA,3.0187,NA,0.31810000000000005,NA,0.06720000000000001,NA,0.0012,NA,0.0198,NA,0.026,NA,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
FCR,100.1,2024-07-01 09:44:00,0.1,9e-4,NA,3.9849,NA,1.1576,NA,0.15,NA,12.3409,NA,1.3933,NA,3.0450999999999997,NA,0.281,NA,0.048299999999999996,NA,0.001,NA,0.020399999999999998,NA,0.0249,NA,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3,1,0,1,0,1
